"ID","step","hours","exposure","material","retain","lstar","astar","bstar","YI","Haze","ftir.1250","ftir.1700","ftir.2900","ftir.3350","dose","doseType"
"sa22088.02",2,2063,"mASTMG154","TPU",2,96.57,-0.02,0.55,1.02,3.3,0.406935,0.407103,0.173503,0.0470569,450.45605,"uva340"
"sa22088.02",2,2063,"mASTMG154","TPU",2,96.57,-0.02,0.55,1.02,3.3,0.406935,0.407103,0.173503,0.0470569,450.45605,"uva340"
"sa22068.02",2,2063,"mASTMG154","9006-PET",2,95.71,-0.69,2.43,4.07,4.4,0.0944512,0.0962162,0.0126458,0.0101301,450.45605,"uva340"
"sa22083.04",2,2063,"mASTMG154","9025-TPU",4,96.61,-0.09,0.88,1.58,3,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.05",2,2063,"mASTMG154","9013-TPU",4,96.55,-0.09,1.02,1.85,2.5,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.03",2,2063,"mASTMG154","9006-PET",3,95.3,-0.66,2.49,4.22,4.1,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.05",2,2063,"mASTMG154","9006-PET",4,95.56,-0.62,2.4,4.07,2.4,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.03",2,2063,"mASTMG154","9013-TPU",3,96.48,-0.13,1.08,1.92,4,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.02",2,2063,"mASTMG154","9013-TPU",2,96.42,-0.2,1.55,2.76,4.8,0.382957,0.514488,0.0815611,0.0785928,450.45605,"uva340"
"sa22088.05",2,2063,"mASTMG154","TPU",4,96.61,-0.02,0.67,1.23,3.3,NA,NA,NA,NA,450.45605,"uva340"
"sa22088.03",2,2063,"mASTMG154","TPU",3,96.57,-0.01,0.5,0.91,3.5,NA,NA,NA,NA,450.45605,"uva340"
"sa22071.05",2,2063,"mASTMG154","9006-TPU",4,96.55,-0.02,0.62,1.14,3.4,NA,NA,NA,NA,450.45605,"uva340"
"sa22080.05",2,2063,"mASTMG154","9025-PET",5,95.59,-0.63,2.35,3.97,2.8,NA,NA,NA,NA,450.45605,"uva340"
"sa22071.04",2,2063,"mASTMG154","9006-TPU",4,96.52,-0.02,0.46,0.85,4,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.03",3,4070,"mASTMG154","9006-PET",3,95.15,-0.74,2.97,5.06,10.4,0.0933351,0.0833242,0.0146087,0.012913,888.6845,"uva340"
"sa22074.03",3,4070,"mASTMG154","9013-PET",3,94.98,-0.74,3.32,5.71,11.5,0.118346,0.112187,0.0148435,0.0138254,888.6845,"uva340"
"sa22077.05",3,4070,"mASTMG154","9013-TPU",4,96.32,-0.09,1.01,1.84,5.6,0.410308,0.567808,0.0680581,0.0713924,888.6845,"uva340"
"sa22088.04",3,4070,"mASTMG154","TPU",4,96.6,0.02,0.39,0.73,4.3,0.419665,0.431352,0.176491,0.0527681,888.6845,"uva340"
"sa22068.04",3,4070,"mASTMG154","9006-PET",4,94.77,-0.71,3.13,5.41,12.4,0.118876,0.114621,0.0198359,0.0180959,888.6845,"uva340"
"sa22080.03",3,4070,"mASTMG154","9025-PET",3,94.75,-0.67,3.07,5.31,18.1,0.0826766,0.0698439,0.0120298,0.00983493,888.6845,"uva340"
"sa22071.03",3,4070,"mASTMG154","9006-TPU",3,96.53,0.01,0.38,0.71,4.2,0.408446,0.438024,0.170603,0.0512156,888.6845,"uva340"
"sa22074.05",3,4070,"mASTMG154","9013-PET",4,95.29,-0.73,3.09,5.27,4.5,0.116182,0.110633,0.013427,0.0125815,888.6845,"uva340"
"sa22074.04",3,4070,"mASTMG154","9013-PET",4,95.09,-0.81,3.68,6.32,5.1,0.111169,0.116862,0.0139152,0.0132751,888.6845,"uva340"
"sa22080.04",3,4070,"mASTMG154","9025-PET",4,95.22,-0.77,2.99,5.07,10.2,0.101311,0.0857008,0.0149287,0.0115937,888.6845,"uva340"
"sa22077.04",3,4070,"mASTMG154","9013-TPU",4,96.32,-0.01,0.54,1.01,4.5,0.410863,0.567931,0.0692071,0.0731985,888.6845,"uva340"
"sa22071.04",3,4070,"mASTMG154","9006-TPU",4,96.55,0.02,0.35,0.67,3.8,0.379714,0.440095,0.114996,0.0466959,888.6845,"uva340"
"sa22083.04",3,4070,"mASTMG154","9025-TPU",4,96.4,-0.04,0.8,1.46,4.4,0.379689,0.502484,0.0880916,0.0615779,888.6845,"uva340"
"sa22088.03",3,4070,"mASTMG154","TPU",3,96.59,0.03,0.34,0.64,4.4,0.420034,0.4396,0.176284,0.05342,888.6845,"uva340"
"sa22071.04",3,4070,"mASTMG154","9006-TPU",4,96.58,0.03,0.3,0.57,4.4,0.379714,0.440095,0.114996,0.0466959,888.6845,"uva340"
"sa22068.05",3,4070,"mASTMG154","9006-PET",4,95.06,-0.67,2.93,5.04,9.4,0.179692,0.180825,0.0284284,0.0241794,888.6845,"uva340"
"sa22086.04",3,4070,"mASTMG154","PET",4,94.93,-0.65,2.7,4.63,29.2,0.0650375,0.0667381,0.0152947,0.00856659,888.6845,"uva340"
"sa22086.05",3,4070,"mASTMG154","PET",4,95.17,-0.63,2.55,4.35,8.1,0.131691,0.129032,0.028449,0.0146874,888.6845,"uva340"
"sa22083.05",3,4070,"mASTMG154","9025-TPU",4,96.5,-0.05,0.86,1.58,3.8,0.339401,0.423189,0.080501,0.0496129,888.6845,"uva340"
"sa22080.05",3,4070,"mASTMG154","9025-PET",5,94.56,-0.92,2.87,4.77,18.3,0.0946716,0.0785796,0.0155377,0.0118405,888.6845,"uva340"
"sa22088.05",3,4070,"mASTMG154","TPU",4,96.6,0.02,0.37,0.7,4.2,0.419456,0.434008,0.177376,0.0544435,888.6845,"uva340"
"sa22083.04",4,9513,"mASTMG154","9025-TPU",4,96.56,0.03,0.46,0.88,3.1,0.43143,0.494441,0.0999793,0.0695659,2077.16355,"uva340"
"sa22086.04",4,9513,"mASTMG154","PET",4,94.11,-0.56,2.96,5.23,53.9,0.102869,0.113814,0.0337951,0.0179712,2077.16355,"uva340"
"sa22088.04",4,9513,"mASTMG154","TPU",4,96.59,0.03,0.48,0.92,4.8,0.417362,0.465284,0.169044,0.0587356,2077.16355,"uva340"
"sa22068.04",4,9513,"mASTMG154","9006-PET",4,94.21,-0.6,3.36,5.93,18.1,0.168218,0.136804,0.0278324,0.0245942,2077.16355,"uva340"
"sa22080.05",4,9513,"mASTMG154","9025-PET",5,94.41,-0.8,2.86,4.85,32.8,0.147491,0.15401,0.0339694,0.0222111,2077.16355,"uva340"
"sa22086.05",4,9513,"mASTMG154","PET",4,93.88,-0.47,3.15,5.65,44.2,0.314373,0.279279,0.0400584,0.0330529,2077.16355,"uva340"
"sa22074.04",4,9513,"mASTMG154","9013-PET",4,94.2,-0.73,4.12,7.26,35.9,0.112052,0.109392,0.0211319,0.0207443,2077.16355,"uva340"
"sa22071.05",4,9513,"mASTMG154","9006-TPU",4,95.9,-0.56,3.02,5.25,7.2,0.409089,0.489582,0.149492,0.0585309,2077.16355,"uva340"
"sa22077.04",4,9513,"mASTMG154","9013-TPU",4,96.31,-0.01,0.47,0.87,13.8,0.514005,0.626885,0.0884927,0.0987322,2077.16355,"uva340"
"sa22088.05",4,9513,"mASTMG154","TPU",4,96.55,0.04,0.45,0.86,5.5,0.394757,0.443066,0.154111,0.0560826,2077.16355,"uva340"
"sa22080.04",4,9513,"mASTMG154","9025-PET",4,94,-0.52,2.86,5.06,45.2,0.16247,0.147467,0.0335728,0.0258007,2077.16355,"uva340"
"sa22077.05",4,9513,"mASTMG154","9013-TPU",4,96.56,0.02,0.4,0.75,9.5,0.494839,0.601998,0.0860713,0.0907124,2077.16355,"uva340"
"sa22071.04",4,9513,"mASTMG154","9006-TPU",4,96.28,-0.01,0.5,0.92,5.8,0.412927,0.490545,0.14558,0.0596604,2077.16355,"uva340"
"sa22083.05",4,9513,"mASTMG154","9025-TPU",4,96.66,0.05,0.43,0.83,4.1,0.419461,0.468163,0.100705,0.0666429,2077.16355,"uva340"
